,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
11,Federal Aviation Administration,200910,Popular Title: Turbojets,Certification of Turbojets,Red,RIN 2120-AJ22,Stage: NPRM,Previous Stage:None,Abstract: This rulemaking would address certification and operational issues surrounding  the introduction of light jets. This action is necessary to standardize certification  requirements and consolidate these requirements into one location. The intent is to ensure the same standards apply to all light jets.,,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/02/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Lack of staffing Federal Register Citation for NPRM: 74 FR 41522      ,,,,,,,Lack of staffing,Federal Register Citation for NPRM: 74 FR 41522
12,Federal Aviation Administration,200910,Popular Title: Supercooled Large Droplet Icing Conditions,Supercooled Large Droplet Icing Conditions,Black,RIN 2120-AJ34,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend the airworthiness standards applicable to transport category airplanes certificated for flight in icing conditions and the icing airworthiness standards applicable to aircraft engines. The rulemaking would improve safety by taking into account supercooled large drop icing conditions for transport category airplanes most  affected by supercooled large drop icing conditions. The rulemaking would also include mixed phase and ice crystal conditions for all transport category airplanes, and supercooled large drop, mixed phase, and ice crystal icing conditions for all turbine engines. This rulemaking is the result of information gathered from a review of icing accidents and incidents, and is intended to improve the level of safety for new airplane and engine designs for operations in icing conditions. This rulemaking has been upgraded.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 02/04/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
13,Federal Aviation Administration,200910,Popular Title: Flightcrew Alerting,"Flightcrew Alerting (Formerly Warning, Caution and Advisory Lights)",Green,RIN 2120-AJ35,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend the airworthiness standards for transport category airplanes regarding definitions, prioritization, color requirements, and performance. These changes would update the latest technology and functionality concerning flightcrew alerting. This rulemaking is necessary to add additional alerting functions and to consolidate and standardize definitions and regulations for flightcrew warning, caution, and advisory systems.",,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/26/2000,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: 74 FR 32810      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: 74 FR 32810
14,Federal Aviation Administration,200910,Popular Title: Post Employment Restrictions,Restrictions on Operators Employing Former Flight Standards Service Aviation Safety Inspectors,Yellow,RIN 2120-AJ36,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would prohibit a certificate holder from employing or contracting with a former Aviation Safety Inspector (ASI) or other person with certificate holder oversight responsibilities to act as an agent or to represent that certificate holder in any  matter before the FAA. This restriction would apply if the person, in the proceeding two year period, has (a) served as, or was responsible for oversight of, a Flight Standards Service ASI; and (b) had the responsibility to inspect, or oversee the inspection of, the operations of the certificate holder. The rulemaking would enhance the FAA_s ability to properly perform its safety mission and to ensure that every passenger can have complete confidence in the integrity of the programs and operations administered by the FAA.",,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 06/16/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
15,Federal Aviation Administration,200910,Popular Title: Airport SMS,Airport Safety Management System,Green,RIN 2120-AJ38,Stage: NPRM,Previous Stage:None,Abstract: This rulemaking would require airport operators to institute a safety management system at their airports. This action is necessary to improve safety through conformance with best practices in risk management and promote international harmonization with ICAO standards. The rule is intended to facilitate integration of formal risk management processes within the airport_s day-to-day operations.,Information Collection Peer Review,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 07/22/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
16,Federal Aviation Administration,200910,Popular Title: Photo Requirements,Photo Requirements for Pilot Certificates,Yellow,RIN 2120-AJ42,Stage: NPRM,Previous Stage:None,Abstract: This rulemaking would require digital photos on all pilot certificates. This action is necessary to update regulations about pilot plastic certificates. The intended effect of this action is to meet all requirements of the Intelligence Reform and Terrorism Prevention Act.,,,,,,,,Prompting action: Statute,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/30/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
17,Federal Aviation Administration,200910,Popular Title: Part 121 - Ice Protection,Part 121 - Activation of Ice Protection,Yellow,RIN 2120-AJ43,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend the regulations applicable to operators of certain airplanes used in air carrier service and certificated for flight in icing conditions. The standards would require either the installation of ice detection equipment or changes to the Airplane Flight Manual to ensure timely activation of the airframe ice protection system. This regulation is the result of information gathered from a review of icing accidents and incidents, and it is intended to improve the level of safety when airplanes are operated in icing conditions.",,,,,,,Regulatory Flexibility Act,Regulatory Flexibility Act Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 12/08/1997,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
18,Federal Aviation Administration,200910,Popular Title: Production and Airworthiness Approvals,Production and Airworthiness Approvals,Red,RIN 2120-AJ44,Stage: Final Rule,Previous Stage: NPRM: Publication Date 10/05/2006; End of Comment Period 01/03/2007; Extended Comment Period Publication Date 12/20/06; End of Extended Comment Period Date 02/05/2007,"Abstract: This rulemaking would amend the certification procedures and identification requirements for aeronautical products and articles. These amendments would update and standardize those requirements for production approval holders (PAHs), revise export airworthiness approval requirements to facilitate global manufacturing, move all part- marking requirements from part 21 to part 45, and amend the identification requirements for products and articles. The intent of these changes is to continue to promote safety by ensuring that aircraft, and products and articles designed specifically for use in aircraft, wherever manufactured, meet appropriate minimum standards for design and construction. This rulemaking was split from RIN 2120-AI78.",Regulatory Flexibility Act EU,NAFTA,Foreign,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 06/04/2001,Docket Number: FAA-2006-25877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
19,Federal Aviation Administration,200910,Popular Title: Part 129 Ops Specs,Part 129 Operations Specifications,Yellow,RIN 2120-AJ45,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would clarify and standardize the rules for application, amendment, suspension or revocation of operations specifications issued to foreign air carriers operating in the United States. This action is necessary to update our processes for Operations Specifications. The intent of this action is to permit operations specifications to be easily revised and updated to meet international standards and the changing aviation environment.",NAFTA,Foreign,,,,,,Prompting action: International Agreement,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 10/02/2004,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
20,Federal Aviation Administration,200910,Popular Title: JFK-EWR Congestion Management,Congestion Management Rule for John F. Kennedy International Airport and Newark Liberty International Airport,Yellow,RIN 2120-AJ48,Stage: Final Rule,Previous Stage: NPRM: Publication date 05/14/2009; End of Comment Period 06/15/2009.,"Abstract: This rulemaking would rescind the final rule on Congestion Management for John F. Kennedy International Airport and Newark Liberty International Airport. The final rule established procedures to address congestion in the New York City area by assigning slots at John F. Kennedy (JFK) and Newark Liberty (Newark) International Airports, assigning to existing operators the majority of slots at the airports, and creating a market by annually auctioning off a limited number of slots in each of the first five years of the rule. The final rule also contained provisions for minimum usage, capping unscheduled operations, and withdrawal for operational need. The rule was scheduled to sunset in ten years.",EU NAFTA,Foreign,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/22/2009,Docket Number: Dates for Final Rule:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for Final Rule: None      ,,,,,,,,Federal Register Citation for Final Rule: None
