"","agencyAcronym","allowLateComment","attachmentCount","commentDueDate","commentStartDate","commentText","docketId","docketTitle","docketType","documentId","documentStatus","documentType","numberOfCommentsReceived","openForComment","postedDate","submitterName","title","organization","summary","rin"
"39","DOT",FALSE,1,"2015-05-06T23:59:59-04:00","2015-04-08T00:00:00-04:00","See attached file(s)","DOT-OST-2015-0013","Geographic-Based Hiring Preferences in Administering Federal Awards","Rulemaking","DOT-OST-2015-0013-0151","Posted","Public Submission",1,FALSE,"2015-05-11T00:00:00-04:00","Michael P. Melaniphy","American Public Transportation Association",NA,"Attachment Contents : ...meet this burden. To do otherwise risks leading those grantees into lengthy <endeca_term>litigation</endeca_term> that would likely wreak havoc on project budgets and schedules. “Local” should...","2105-AE38"
"40","DOT",FALSE,2,"2015-05-06T23:59:59-04:00","2015-04-08T00:00:00-04:00","Attached are comments from the Associated General Contractors of America on DOT's proposal to allow the use of geographic hiring preferences on state and local contracts that receive US DOT funding assistance. ","DOT-OST-2015-0013","Geographic-Based Hiring Preferences in Administering Federal Awards","Rulemaking","DOT-OST-2015-0013-0119","Posted","Public Submission",1,FALSE,"2015-05-05T00:00:00-04:00","Brian Deery","Associated General Contractors of America","Associated General Contractors of America","Attachment Contents : ...Order 12988, which requires the Department to write its regulations “to minimize <endeca_term>litigation</endeca_term>,” and to “specif[y] in clear language” any effect that it’s...","2105-AE38"
"41","DOT",FALSE,1,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Attached please find comments on the proposed rule submitted by BCD Travel.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0731","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"BCD Travel USA LLC","BCD Travel USA LLC","Attachment Contents : ...risk of paying service-level credits, as well as the risk of <endeca_term>litigation</endeca_term> and damage 6 claims. These risks are more than enough incentive for...","2105-AE31"
"42","DOT",FALSE,1,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Attached please find comments of the United States Tour Operators Association, for filing in Docket DOT-OST-2014-0056.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0728","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"United States Tour Operators Association","United States Tour Operators Association","Attachment Contents : ...the midst of a protracted and very public contract dispute and related <endeca_term>litigation</endeca_term> between a major airline, on the one hand, and a GDS operator...","2105-AE31"
"43","DOT",FALSE,1,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Attached are comments submitted by Orbitz Worldwide, Inc.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0751","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"Orbitz Worldwide, Inc.","Orbitz Worldwide, Inc.","Attachment Contents : ...DOT has effectively acknowledged, this inattentive approach to rulemaking has resulted in <endeca_term>litigation</endeca_term> challenging requirements that the Department revealed only after the conclusion of rulemaking...","2105-AE31"
"44","DOT",FALSE,1,"2014-08-21T23:59:59-04:00","2014-05-23T00:00:00-04:00","A4A comments to Proposal 2 ""Display of Ancillary Service Fees Through All Sales Channels""","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0726","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"Airlines 4 America","Airlines 4 America","Attachment Contents : ...quantified benefits. See infra Part II.C. 8 If anything, ongoing antitrust <endeca_term>litigation</endeca_term> indicates that GDSs’ market power over the past decade has grown. See...","2105-AE31"
"45","DOT",FALSE,2,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Please see attached comments of FlyersRights.org","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0752","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"FlyersRights.org","FlyersRights.org","Attachment Contents : ...lawsuit filed in local or state courts to US District Court where <endeca_term>litigation</endeca_term> expenses far exceed any recovery. Airlines are one of the only industries...","2105-AE31"
"46","DOT",FALSE,1,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Please see attached comments.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0700","Posted","Public Submission",1,FALSE,"2014-09-29T00:00:00-04:00",NA,"TripAdvisor LLC","TripAdvisor LLC","Attachment Contents : ...Metasearch sites have faced Department enforcement actions, but settled to avoid costly <endeca_term>litigation</endeca_term> while objecting to the Department’s jurisdiction and reserving the right to...","2105-AE31"
"47","DOT",FALSE,1,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Please see the attached Comments of American Airlines.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0710","Posted","Public Submission",1,FALSE,"2014-09-29T00:00:00-04:00",NA,"American Airlines, Inc.","American Airlines, Inc.","Attachment Contents : ...though these same arrangements have been the subject of ongoing negotiation and <endeca_term>litigation</endeca_term> between carriers and GDSs and even though forcing carriers to accept the...","2105-AE31"
"48","DOT",FALSE,2,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","See attached Comments of the International Air Transport Association.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0713","Posted","Public Submission",1,FALSE,"2014-09-29T00:00:00-04:00","Bruce McDonald","International Air Transport Association","International Air Transport Association","Attachment Contents : ...deceptive practices, but is engaging in a tacit reregulation of the industry. <endeca_term>Litigation</endeca_term> surrounding the FDA’s attempts to regulate cigarettes serves as a helpful...","2105-AE31"
"49","DOT",FALSE,1,"2014-08-21T23:59:59-04:00","2014-05-23T00:00:00-04:00","Please see attached comments.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0635","Posted","Public Submission",1,FALSE,"2014-09-22T00:00:00-04:00",NA,"Google, Inc., Hipmunk, Inc., Kayak Software Corporation, Skyscanner Limited, Travelzoo, Inc. and Tripadvisor LLC","Google, Inc., Hipmunk, Inc., Kayak Software Corporation, Skyscanner Limited, Travelzoo, Inc. and Tripadvisor LLC","Attachment Contents : ...airline or ticket agent. That point was made clear in the Sabre <endeca_term>litigation</endeca_term>, which the Department in the NPRM erroneously asserts as a basis for...","2105-AE31"
"50","DOT",TRUE,1,NA,"2013-11-29T00:00:00-05:00","AIRLINE PASSENGER BILL OF RIGHTS 2.0

BY FLYERSRIGHTS.ORG   ","DOT-OST-2012-0087","Advisory Committee for Aviation Consumer Protection (ACACP)","Nonrulemaking","DOT-OST-2012-0087-0235","Posted","Public Submission",1,TRUE,"2013-12-19T00:00:00-05:00",NA,"FlyersRights.org","FlyersRights.org","Attachment Contents : ...lawsuit filed in local or state courts to US District Court where <endeca_term>litigation</endeca_term> expenses far exceed any recovery. Airlines are one of the only industries...",NA
"51","DOT",TRUE,1,"2013-11-29T23:59:59-05:00","2013-09-30T00:00:00-04:00","See attached file(s)","DOT-OST-2007-27057","Consumer Information Regarding On-Demand Air Taxi Operations - Advance Notice of Proposed Rulemaking ","Rulemaking","DOT-OST-2007-27057-0047","Posted","Public Submission",1,TRUE,"2013-12-03T00:00:00-05:00","Susan Jollie","Corporate Flight Management, Inc., Public Charters, Inc. and Ultimate JETCHARTERS LLC d/b/a Ultimate Jet Shuttle","Corporate Flight Management, Inc., Public Charters, Inc. and Ultimate JETCHARTERS LLC d/b/a Ultimate Jet Shuttle","Attachment Contents : ...the charterer has been harmed in any way. Faced with costs of <endeca_term>litigation</endeca_term>, all such complaints invariably end in payment of substantial civil penalties. This...","2105-AD66"
"52","DOT",FALSE,1,"2013-11-29T23:59:59-05:00","2013-09-30T00:00:00-04:00","See attached file(s)","DOT-OST-2007-27057","Consumer Information Regarding On-Demand Air Taxi Operations - Advance Notice of Proposed Rulemaking ","Rulemaking","DOT-OST-2007-27057-0033","Posted","Public Submission",1,FALSE,"2013-11-27T00:00:00-05:00",NA,"Sentient Jet, LLC","Sentient Jet, LLC","Attachment Contents : ...Direct Air Carriers coverage in advance of any financial transaction. Based on <endeca_term>litigation</endeca_term> and adjudication surrounding general aviation accidents in the past ten years, there...","2105-AD66"
"53","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","Please find attached the comments of the Illinois Road and Transportation Builders Association (IRTBA) regarding Docket No. OST-2012-0147.  If you have any problems with or questions regarding the attached document, please call (630) 773-1220 or email irtba@irtba.org.","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0132","Posted","Public Submission",1,FALSE,"2012-12-26T00:00:00-05:00","Michael Sturino","Illinois Road and Transportation Builders Association","Illinois Road and Transportation Builders Association (IRTBA)","Attachment Contents : ...a potential goal shortcoming is problematic. A contractor may be subject to <endeca_term>litigation</endeca_term> by a replaced firm. Prices for DBE work could greatly increase, as...","2105-AE08"
"54","DOT",FALSE,1,"2012-10-03T23:59:59-04:00","2012-07-05T00:00:00-04:00","Please see attachment. ","DOT-OST-2012-0098","Nondiscrimanation On The Basis of Disability in Air Travel","Rulemaking","DOT-OST-2012-0098-0026","Posted","Public Submission",1,FALSE,"2012-10-05T00:00:00-04:00","Paula Pearlman","Disability Rights Legal Center","Disability Rights Legal Center","Attachment Contents : ...that champions the rights of individuals with disabilities through education, advocacy, and <endeca_term>litigation</endeca_term>. With a 35 year history, the DRLC is the oldest cross-disability...","Not Assigned"
"55","DOT",FALSE,1,"2012-09-27T23:59:59-04:00","2012-09-04T00:00:00-04:00","See attached file(s)","DOT-OST-2010-0211","Animal Legal Defense Fund - Petition to Amend 14 C.F.R. Section 234.13 - Air Carriers Regarding Incidents Involving Animals During Air Transport ","Nonrulemaking","DOT-OST-2010-0211-5339","Posted","Public Submission",1,FALSE,"2012-10-01T00:00:00-04:00","Rebecca DeCook","Animal Legal Defense Fund, Inc.","Animal Legal Defense Fund, Inc.","Attachment Contents : ...fike the Conyers case in the future. · Sincerely, /~ #tfi' John Melia, Esq. <endeca_term>Litigation</endeca_term> Fellow Animal Legal Defense Fund !70 E. Cotati Ave. Cotati, CA 94...",NA
"56","DOT",FALSE,1,NA,"2012-09-04T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0087","Advisory Committee for Aviation Consumer Protection (ACACP)","Nonrulemaking","DOT-OST-2012-0087-0086","Posted","Public Submission",1,FALSE,"2012-09-19T00:00:00-04:00",NA,"Delta Air Lines, Inc.","Delta Air Lines, Inc.","Attachment Contents : ...alternative technologies. Until these restrictions are loosened, either through DOJ action, private <endeca_term>litigation</endeca_term> or new DOT regulations, there is little prospect of creating real competition...",NA
"57","DOT",FALSE,1,"2012-01-09T23:59:59-05:00","2011-11-21T00:00:00-05:00","Comments of the
American Council of the Blind
and the
American Foundation for the Blind

In the matter of

2011 supplemental Notice of Proposed Rulemaking on Nondiscrimination on the Basis of Disability in Air Travel: Accessibility of Web Sites and Automated Kiosks at U.S. Airports

14 CFR Part 382 
49 CFR Part 27 

RIN No. 2105-AD96 
[Docket No. DOT-OST-2011-0177] 



Attached","DOT-OST-2011-0177","Nondiscrimination on the Basis of Disability in Air Travel: Accessibility of Web Site and Automated Kiosks at U.S. Airports","Rulemaking","DOT-OST-2011-0177-0092","Posted","Public Submission",1,FALSE,"2012-01-11T00:00:00-05:00",NA,"American Council of the Blind and the American Foundation for the Blind","American Council of the Blind, American Foundation for the Blind","Attachment Contents : ...to both the general public and web designers. Unnecessary conflict and potential <endeca_term>litigation</endeca_term> will arise over whether a site has been “completely redesigned” or whether...","2105-AD96"
"58","DOT",FALSE,1,NA,NA,"See attached file(s)","DOT-OST-2011-0177","Nondiscrimination on the Basis of Disability in Air Travel: Accessibility of Web Site and Automated Kiosks at U.S. Airports","Rulemaking","DOT-OST-2011-0177-0081","Posted","Public Submission",1,FALSE,"2012-01-09T00:00:00-05:00","Jol Silversmith","All Nippon Airways Co., Ltd.","All Nippon Airways Co., Ltd.","Attachment Contents : ...agents would be put at risk of DOJ sanctions and/or private <endeca_term>litigation</endeca_term>? DOT should not enact any new requirements until it can answer these...","2105-AD96"
"59","DOT",FALSE,1,NA,"2011-09-19T00:00:00-04:00","Accessibility of air travel continues to be an important public policy objective but does not permit defective and misleading economic analysis. It is reasonable for DOT to phase in standards for website accessibility while minimizing industry compliance cost.  We recommend that DOT limit the scope of Level AA compliance to the pages associated with booking, managing or changing a reservation and provide a minimum two-year window for implementation prior to the first effective date.  But DOT’s proposed changes for airport kiosk accessibility are unreasonable and unjustified. 14 CFR 382.57 requires airlines to offer individuals with disabilities priority “front of the line” access to check-in counters and agents, and DOT has documented no failures that necessitate further regulatory action.  Its proposed solution (full kiosk accessibility) raises important safety and welfare questions for the general public.  

Our comments focus on six problems with the SNPRM.  First, policies that drive consumers to online/kiosk transactions will result in loss of airline jobs.  Second, there are inherent safety considerations for all passengers related to fully automated check-in by individuals with visual disabilities.  Third, website and kiosk use by individuals with visual disabilities may be slower than interaction with a call center or airport desk.  Fourth, fundamental errors in the supplied Preliminary Regulatory Analysis result in overstated benefits and understated costs.  Fifth, implementation timetables proposed are unrealistically short.  Sixth, it is impractical to hold airlines liable for accessibility of independent agency websites, or to jointly and severally penalize airlines and airports for common-use kiosks.   
","DOT-OST-2011-0177","Nondiscrimination on the Basis of Disability in Air Travel: Accessibility of Web Site and Automated Kiosks at U.S. Airports","Rulemaking","DOT-OST-2011-0177-0076","Posted","Public Submission",1,FALSE,"2012-01-03T00:00:00-05:00",NA,"American Aviation Institute","American Aviation Institute","Attachment Contents : ...accessibility) raises important safety and welfare questions for the general public. Private <endeca_term>litigation</endeca_term> against carriers to force kiosk accessibility has failed, so any action can...","2105-AD96"
"60","DOT",FALSE,11,"2011-11-14T23:59:59-05:00","2011-09-15T00:00:00-04:00","See uploaded files:

COMMENTS on DOT-OST-2011-0044 ...
Ten Attachments","DOT-OST-2011-0044","Smoking of Electronic Cigarettes on Aircraft","Rulemaking","DOT-OST-2011-0044-0691","Posted","Public Submission",1,FALSE,"2011-11-15T00:00:00-05:00","Kurt Fritzinger","Elaine Keller and Kurt Fritzinger",NA,"Attachment Contents : ...are too obviously harmful to have any chance of meeting these requirements. <endeca_term>Litigation</endeca_term> presently before the US Court of Appeals for the District of Columbia...","2105-AE06"
"61","DOT",FALSE,9,"2011-11-14T23:59:59-05:00","2011-09-15T00:00:00-04:00","See attached comments and attachments in opposition to DOT's proposal.","DOT-OST-2011-0044","Smoking of Electronic Cigarettes on Aircraft","Rulemaking","DOT-OST-2011-0044-0689","Posted","Public Submission",1,FALSE,"2011-11-15T00:00:00-05:00","Elaine Keller, President","Consumer Advocates for Smoke-Free Alternatives Association and the Competitive Enterprise Institute","Consumer Advocates for Smoke-Free Alternatives Association and the Competitive Enterprise Institute","Attachment Contents : ...In the case of CAFE, DOT’s fuel economy standards, CEI’s <endeca_term>litigation</endeca_term> against this agency demonstrated that overregulation can, in some cases, have literally...","2105-AE06"
"62","DOT",FALSE,1,"2011-11-14T23:59:59-05:00","2011-09-15T00:00:00-04:00","See attached file(s)","DOT-OST-2011-0044","Smoking of Electronic Cigarettes on Aircraft","Rulemaking","DOT-OST-2011-0044-0548","Posted","Public Submission",1,FALSE,"2011-11-04T00:00:00-04:00","Bradley Pollina","Bradley Pollina","New York University School of Law, 2013","Attachment Contents : ...its present position and minimize the risk of judicial invalidation in future <endeca_term>litigation</endeca_term> by affected parties. Thank you for your consideration. Bradley Pollina J.D...","2105-AE06"
"63","DOT",FALSE,1,NA,"2011-04-20T00:00:00-04:00","Supplemental Filing in Support of Spirit Airlines' and Allegiant Air's Request for Administrative Stay","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-2063","Posted","Public Submission",1,FALSE,"2011-07-18T00:00:00-04:00","David Kirstein","American Aviation Institute",NA,"Attachment Contents : ...the Forthcoming Journal of Air Transport Operations 2 Expert Witness: The Bankruptcy <endeca_term>litigation</endeca_term> regarding the Chapter 11 filing of Great Plains Airlines. Did not go...","Not Assigned"
"64","DOT",FALSE,1,NA,"2011-07-12T00:00:00-04:00","See attached file(s)","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-2064","Posted","Public Submission",1,FALSE,"2011-07-18T00:00:00-04:00","Monica Hargrove","Monica R. Hargrove","Airports Council International-North America","Attachment Contents : ...traveling on half of 1 ACI-NA is also aware of recent <endeca_term>litigation</endeca_term> launched by Spirit Airlines on June 15, 2011 (Court of Appeals Docket...","Not Assigned"
"65","DOT",FALSE,1,"2011-04-01T23:59:59-04:00","2011-02-28T00:00:00-05:00","Please see attached comments.","DOT-OST-2011-0025","Notice of Regulatory Review of Existing DOT Regulations","Nonrulemaking","DOT-OST-2011-0025-0086","Posted","Public Submission",1,FALSE,"2011-04-05T00:00:00-04:00","Christopher Oswald","Airports Council International-North America","Airports Council International-North America","Attachment Contents : ...is absolute and fixed. That is not necessarily the case. In the <endeca_term>litigation</endeca_term> that resulted in the Program Update, opponents to the project had specifically...",NA
"66","DOT",FALSE,1,"2011-02-25T23:59:59-05:00","2010-12-27T00:00:00-05:00","Attached are comments submitted by the National Archives' Office of Government Information Services (OGIS).","DOT-OST-2010-0297","Public Availability of Information; Freedom of Information Act - Notice of Proposal Rulemaking","Rulemaking","DOT-OST-2010-0297-0003","Posted","Public Submission",1,FALSE,"2011-03-04T00:00:00-05:00",NA,"National Archives and Records Administration, Office of Government Information Services (OGIS)","Office of Government Information Services (OGIS)","Attachment Contents : ...between FOIA requesters and the DOT as a non-exclusive alternative to <endeca_term>litigation</endeca_term>. OGIS also suggests that the regulations include language that provides for DOT...","Not Assigned"
"67","DOT",FALSE,2,"2010-10-04T23:59:59-04:00","2010-07-06T00:00:00-04:00","The Cruise Line International Association (CLIA) offers these comments on the DOT Final Rule for Transportation for Individuals with Disabilities: Passenger Vessels.  While we comment on the matters of inquiry posed in the preamble discussion of the final rule, we are deeply disappointed that the final rule does not reflect the reality of cruise operations and current proactive policies regarding access for our guests with disabilities and find that the final rule is problematic in several specific and critically important issues.","DOT-OST-2007-26829","ADA - Passenger Vessels","Rulemaking","DOT-OST-2007-26829-0249","Posted","Public Submission",1,FALSE,"2010-10-07T00:00:00-04:00","Mr. Ted Thompson","Cruise Lines International Assn. (CLIA) ","Cruise Lines International Assn. (CLIA)","Attachment Contents : ...sought is not available. Accordingly, this regulation as written may invite unfettered <endeca_term>litigation</endeca_term>. (3) Ensure that accessible cabins are held for use by individuals with...","2105-AB87"
"68","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00",NA,"DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-2005","Posted","Public Submission",1,FALSE,"2010-10-01T00:00:00-04:00","Paul Hudson","Aviation Consumer Action Project",NA,"Attachment Contents : ...receive any compensation, Indeed, any fair evaluation must now conclude that the <endeca_term>litigation</endeca_term> model is broken for airline passengers who sue airlines for anything short...","Not Assigned"
"69","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Comments of Singapore Airlines Limited","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1786","Posted","Public Submission",1,FALSE,"2010-09-29T00:00:00-04:00","Anita Mosner","Singapore Airlines Limited","Holland & Knight LLP","Attachment Contents : ...of carriage. As explained below, this measure would open the floodgates of <endeca_term>litigation</endeca_term>, and threatens to undermine settled schemes of regulation and liability. Simply put...","Not Assigned"
"70","DOT",FALSE,1,"2010-08-09T23:59:59-04:00","2010-06-08T00:00:00-04:00","Attached is vivaAerobus comments in response to the Notice of Proposed Rule Making, titled Enhancing Airline Passenger Protections, Docket OST-2010-0140, published at 75 Fed. Reg. 32318, June 8, 2010.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1810","Posted","Public Submission",1,FALSE,"2010-09-29T00:00:00-04:00","David Kirstein","vivaAerobus",NA,"Attachment Contents : ...to customer complaints” are very vague and could potentially lead to expensive <endeca_term>litigation</endeca_term>. Should the Department finalize this rule, it should only apply to passengers...","Not Assigned"
"71","DOT",FALSE,1,"2010-08-09T23:59:59-04:00","2010-06-08T00:00:00-04:00","ATA comments.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1881","Posted","Public Submission",1,FALSE,"2010-09-29T00:00:00-04:00","Doug Mullen","Air Transport Association of America, Inc. ","Air Transport Association of America, Inc.","Attachment Contents : ...VII. International Analysis ..................................................................................................................... 56 VIII. Cost and Benefit Analysis Comments ............................................................................................. 56 A. <endeca_term>Litigation</endeca_term> Costs ................................................................................................................................ 57 B. Full Fare Advertising........................................................................................................................ 58 C. Miscellaneous Comments ............................................................................................................... 60 IX...","Not Assigned"
"72","DOT",FALSE,1,NA,"2010-05-25T00:00:00-04:00",NA,"DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1746","Posted","Public Submission",1,FALSE,"2010-09-27T00:00:00-04:00","Nona Narvaez","Anaphylaxis and Food Allergy Association of Minnesota (AFAA)","Anaphylaxis and Food Allergy Association of Minnesota (AFAA)","Attachment Contents : ...entire plane is contaminated. Cost to airline-land a plane early and <endeca_term>litigation</endeca_term> costs or just get rid of the peanuts altogether. thehalls@usfamily.net...","Not Assigned"
"73","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Comments of South African Airways","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1783","Posted","Public Submission",1,FALSE,"2010-09-27T00:00:00-04:00","Anita Mosner","South African Airways","Holland & Knight LLP","Attachment Contents : ...contracts of carriage. This proposal could dramatically increase foreign airlines' exposure to <endeca_term>litigation</endeca_term> (and therefore dramatically reduce the attractiveness of the United States as a...","Not Assigned"
"74","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Comments of Qatar Airways","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1782","Posted","Public Submission",1,FALSE,"2010-09-27T00:00:00-04:00","Bill Dixon","Qatar Airways","Qatar Airways","Attachment Contents : ...Proposed Rulemaking (Docket No. DOT-OST-2010-0140) 11 unnecessary potential civil <endeca_term>litigation</endeca_term>. Ultimately this is likely to result in consumers being required to accept...","Not Assigned"
"75","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Comments to NPRM (Enhancing Airline Passenger Protections) of Latin American and Caribbean Air Transport Association (ALTA).","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1624","Posted","Public Submission",1,FALSE,"2010-09-24T00:00:00-04:00","Gonzalo Yelpo","Latin American and Caribbean Air Transport Association ","ALTA","Attachment Contents : ...Bilateral Air Services Agreements. The NPRM will expose the US to international <endeca_term>litigation</endeca_term> and bring further uncertainties to the airlines’ business environment. We will expose...","Not Assigned"
"76","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","See attached file(s)","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1688","Posted","Public Submission",1,FALSE,"2010-09-24T00:00:00-04:00","Arthur Molins","Deutsche Lufthansa AG","Deutsche Lufthansa AG","Attachment Contents : ...for breaches of the contingency or service plans exposing carriers to extensive <endeca_term>litigation</endeca_term> and potential liability throughout the United States, with potentially 50 different standards...","Not Assigned"
"77","DOT",FALSE,1,"2010-08-09T23:59:59-04:00","2010-06-25T00:00:00-04:00","ASTA is submitting comments are the entire array of issues raised in the NPRM, but with focus on the most critical question: whether the airlines will be allowed to withhold essential service and price information about ancillary services from the GDSs and thus from travel agents and their millions of customers.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1654","Posted","Public Submission",1,FALSE,"2010-09-24T00:00:00-04:00","Paul Ruden","American Society of Travel Agents",NA,"Attachment Contents : ...airlines to remedy many of the problems that could lead to customer <endeca_term>litigation</endeca_term>. Other industries operate multi-state and even global businesses without the protection...","Not Assigned"
"78","DOT",FALSE,1,"2010-08-09T23:59:59-04:00","2010-06-08T00:00:00-04:00","Comments of All Nippon Airways Co., Ltd.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1673","Posted","Public Submission",1,FALSE,"2010-09-24T00:00:00-04:00","Jol Silversmith","ALL Nippon Airways Co., Ltd.","All Nippon Airways Co., Ltd.","Attachment Contents : ...to integrate the plans into their contracts of carriage (which would enable <endeca_term>litigation</endeca_term> by passengers, in addition to DOT enforcement).  A requirement that customer service...","Not Assigned"
"79","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","See attached file(s)","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1726","Posted","Public Submission",1,FALSE,"2010-09-24T00:00:00-04:00","Ally Shearer","Virgin Atlantic Airways","Virgin Atlantic Airways","Attachment Contents : ...in the United States should not be expected to defend themselves in <endeca_term>litigation</endeca_term> everywhere in the United States. While the current proposal permits airlines to...","Not Assigned"
"80","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Comments of Swiss International Air Lines Ltd.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1573","Posted","Public Submission",1,FALSE,"2010-09-23T00:00:00-04:00","Erin Sweeney","Swiss International Air Lines Ltd.","Swiss International Air Lines Ltd.","Attachment Contents : ...provide service to the United States and increase their exposure to costly <endeca_term>litigation</endeca_term>. In addition, the proposed regulations will add to the growing myriad of...","Not Assigned"
"81","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","My full comment, supporting a complete ban of peanuts and peanut products, is attached.  Thank you.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1584","Posted","Public Submission",1,FALSE,"2010-09-23T00:00:00-04:00","Robert Creamer","Robert Allen Creamer","n/a","Attachment Contents : ...of diverting flights with sick passengers or the expenses of wrongful death <endeca_term>litigation</endeca_term>. The peanut producers may lose some marginal revenue initially, but it is...","Not Assigned"
"82","DOT",FALSE,1,"2010-08-09T23:59:59-04:00","2010-06-08T00:00:00-04:00","Please see the comments of the International Air Transport Association attached.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1600","Posted","Public Submission",1,FALSE,"2010-09-23T00:00:00-04:00","Douglas Lavin","International Air Transport Association ","International Air Transport Association","Attachment Contents : ...limit their legal liability and to pass on the unavoidable cost of <endeca_term>litigation</endeca_term> to the majority of passengers who are satisfied with the customer service...","Not Assigned"
