"","agencyAcronym","allowLateComment","attachmentCount","commentDueDate","commentStartDate","commentText","docketId","docketTitle","docketType","documentId","documentStatus","documentType","numberOfCommentsReceived","openForComment","postedDate","submitterName","title","summary","organization","rin"
"12","DOT",FALSE,0,"2017-11-01T23:59:59-04:00","2017-10-02T00:00:00-04:00","Konexial strongly supports the current 12.18.2017 deadline for ELD compliance by motor carriers. Konexial is convinced that the ELD rule will improve safety for the trucking industry and will provide carriers and shippers to gain significant cost savings through Dynamic Load Matching by having the ability to find freight transactions based on geographic and economic shared interest. The ELD rule is the culmination of nearly a decade of work between government business and technology to improve the safety compliance and competitiveness of the trucking industry. The FMCSA has done an admirable job working with carriers to phase in this technology over a 4-year period of time. The industry was given the final rule in December of 2015 which provided 2 years for carriers to plan and implement ELD technology. Further FMCSA granted carriers with older AOBRD technology an additional 2 years (December 2019) to transition to the newer ELD technology and has granted an 8 day exemption for the truck rental and leasing market.The ELD rule has undergone relentless challenge in numerous federal courts including the Court of Appeals for the Seventh Circuit which was the most recent court to reject arguments opposing the ELD mandate. The US Supreme Court has also declined to hear any further objections to the ELD rule.The interests of the trucking industry shippers the US economy and the traveling public are all served by the implementation of ELD technology.  The only parties still opposing the ELD rule are those that want the ability to break the Hours of Service rules common to all carriers without being recorded. Konexial stands with the American Trucking Association (ATA) in calling for implementation of the ELD rule as planned for December 18 2017.It's time to move the industry forward.RespectfullyKen EvansCEOKonexial","DOT-OST-2017-0069","Notice of Regulatory Review","Nonrulemaking","DOT-OST-2017-0069-0351","Posted","Public Submission",1,FALSE,"2017-10-18T00:00:00-04:00","Ken Evans","Comment from Ken Evans",NA,NA,NA
"13","DOT",FALSE,0,"2017-11-01T23:59:59-04:00","2017-10-02T00:00:00-04:00","To Whom It May Concern:RFG Trucking supports the current time frame and transitions to Electronic Logging Devices.  The ELD simply converts what should have been happening with a driver's Hours of Service (HOS) on paper logs into an electronic form.  There has not been a new law passed simply a modernization of how those hours are recorded.  The 'flexibility' that many proponents of a delay wish to use as a rallying cry is in reality - illegal logging of hours - and this creates risk for drivers carriers and shippers.  As a carrier and fleet operator there are many businesses that have not delayed on action to adopt to the new format of logging electronically.  Delaying this implementation will unfairly punish those carriers that were proactive and invested in their businesses.The current push from OOIDA to delay implementation is an end around attempt that is inherently unfair to all competitors in the marketplace and uses hyperbole to undermine the research substantiated in 2014 that found that ELD use reduced crashes by 11.7 percent and saw a 50% drop in hours of service violations.  Law enforcement including the Fraternal Order of Police the National Sheriffs' Association and the Commercial Vehicle Safety Alliance (CVSA) have all come out in favor of the rule and strongly oppose any delay in implementation as does our organization.FMCSA's estimate of a $3.01 billion benefit from this rule resulting from crash reductions and a decreased paperwork burden more than offsets the costs of implementation.  In fact the net benefit of this rule-making is estimated at $1.18 billion.  I have seen this advantage in my fleet with reduced amount of time for my drivers to record their hours of service as well as back office time of scanning logs reviewing illegible copies and the amount of scanning and storage required.  As for complaints that it will be too expensive or an overall burden financially there are many low-cost solutions that small carriers can employ to be in compliance.Many of the carriers and economic groups that are concerned about the ELD implementation are in the Agriculture transportation sector.  All of the freight that our organization runs is in the Agriculture segment.  There are many customers and carriers that have skirted (at best) the current HOS rules.  Long dwell times and lack of detention pay by the agricultural customers have created a culture in the agricultural transportation world that has led many of the small owner operator businesses to believe that if they lose the 'flexibility' of paper logs there business will not be viable.  As an agricultural shipper who has run ELD's for the past year the reality is that it can be done.  There still needs to be changes in the delays that carriers but higher rates do to long dwell times will help fix that issue.  Free market forces will correct bad behavior from carriers and shippers.Finally Congress passed ELD legislation in 2012 so there has been knowledge of this regulation coming for five years.  OOIDA's (and the many owner operators they represent) claim that they have not had enough time to prepare for this implementation is at its basis a flawed argument.  You don't get to sue over the rule and take it all the way to the supreme court (to not even be heard because there was no merit) and then claim you did not have enough time to prepare for the rule implementation.SincerelyTim SayersCOORFG Trucking Inc.","DOT-OST-2017-0069","Notice of Regulatory Review","Nonrulemaking","DOT-OST-2017-0069-0336","Posted","Public Submission",1,FALSE,"2017-10-17T00:00:00-04:00","Tim Sayers","Comment from RFG Trucking, Inc.",NA,NA,NA
"14","DOT",FALSE,1,"2017-11-01T23:59:59-04:00","2017-10-02T00:00:00-04:00","The HOS is archaic and the ELD is intrusive and barbaric. There has to be flexibility in the HOS with the ability to start and stop the clock instead of a ""do it all in this amount time"" mentality. The HOS takes in to account very few variables drivers face while transporting the goods the nation depends on such as traffic slow downs waiting times at shippers and receivers waiting to fuel etc.  The ELD has a tracking device component. And under the Supreme Court case US vs Jones (2012) a tracking device on a vehicle to monitor a vehicle's movement constitutes a search under the Forth Amendment. Just because the trucking industry is unfortunately so regulated does not mean that that owner operators and drivers should have their constitutional rights violated. Bottom line is the ELD should not be a one size fits all. If a member of the ATA wants an ELD in their truck(s) than so be it. If a owner operator doesn't then he/she should not be required to do so period. In my option the HOS needs to be revamped with the ability to stop and start the clock. And the ELD mandate should be a choice and not mandatory.   ","DOT-OST-2017-0069","Notice of Regulatory Review","Nonrulemaking","DOT-OST-2017-0069-0292","Posted","Public Submission",1,FALSE,"2017-10-13T00:00:00-04:00","Chuck Brining","Comment from Chuck Brining","Attachment Contents : ...States v. Detroit Timber & Lumber Co. 200 U. S. 321 337. <>SUPREME COURT</> OF THE UNITED STATES Syllabus UNITED STATES v. JONES CERTIORARI TO THE...",NA,NA
"15","DOT",FALSE,0,"2017-11-01T23:59:59-04:00","2017-10-02T00:00:00-04:00","Okay so where do I start? First off I have questions that are still unanswered on this ELD Mandate? However I will get to that later...The ELD MANDATE is first off Unconstitutional  Already proven in a Supreme Court Ruling... Back in the mid 90's And we know how you love to research these things... Maybe you should???...Speed Limiters need not be discussed and bringing California into the 21st Century with their speed limit for trucks....Get rid of C.A.R.B.","DOT-OST-2017-0069","Notice of Regulatory Review","Nonrulemaking","DOT-OST-2017-0069-0150","Posted","Public Submission",1,FALSE,"2017-10-10T00:00:00-04:00","Steven Bussone","Comment from Steven Bussone",NA,NA,NA
"16","DOT",FALSE,0,"2017-11-01T23:59:59-04:00","2017-10-02T00:00:00-04:00","With all the ways the government already has in place to track driver's why do I need a device in my truck. Why not put ELD In cars when family going on vacation and dad drives 18 hours straight with his family in the car to see Mickey's wolrd falls asleep kills his family and two others cause he was tired how many of those cases have been put up to the mainstream media. I am not a criminal and it has been decided by the Supreme Court that I can not be tracked by a device so how is it ok for this mandate to be put in place","DOT-OST-2017-0069","Notice of Regulatory Review","Nonrulemaking","DOT-OST-2017-0069-0055","Posted","Public Submission",1,FALSE,"2017-10-05T00:00:00-04:00","Julie Hatter","Comment from Julie Hatter",NA,NA,NA
"17","DOT",FALSE,0,"2017-11-01T23:59:59-04:00","2017-10-02T00:00:00-04:00","Rescind Greenhouse Gas Emissions The increasing stringency of the GHG policy leads to more closure of manufacturing sectors over time leading to fewer manufacturing jobs. the manufacturing sector alone could potentially lose 440000 job-equivalents relative to the baseline jobs and about 3.1 million in 2040. Taking into account the loss in employment in other non-manufacturing sectors the job-equivalents impact for the overall industrial sector could be about 1.1 million job-equivalents in 2025 and 6.5 million in 2040. A large share of this job loss occurs in the construction sector which employs a significant portion of the overall industrial labor force. Total economy-wide employment losses amount to about 2.7 million in 2025. Obama regulations was political rather than statutory ... CLEAN AIR CLEAN WATER AND CLEAN WHATERVER were all bad science to put American Business out of work and As the broadest measure of economic impact the reductions in GDP due to costs of future GHG regulation are notable in each of the scenarios. In the core scenario U.S. GDP loss could be about $250 billion in 2025 increasing to about $420 billion per year on average and a cumulative loss of about $4 trillion between 2022 and 2031. The losses become larger in the long run as the ""mid-term"" deep decarbonization target constrains the economy significantly. The U.S. economy could lose about 6% of its GDP on average between 2034 and 2040 amounting to a loss of greater than $2 trillion annually and a cumulative loss of $14 trillion. The most energy and carbon intensive sectors experience the greatest impacts. As a result of the GHG policy these sectors face high costs and become globally uncompetitive leading to lower demand for their goods. Production of iron and steel refined petroleum products and cement sectors are the most impacted. Under the core scenarios their 2025 output declines by about 19% 11% and 21% respectively and their 2040 output declines by about 38% 45% and 23% respectively. Bulk chemicals and paper and allied products output decline by about 5% relative to the baseline in 2025 and by 12% in 2040. So BAD FOR SMALL BUSINESS IN US. regulatory program represented by a carbon price has a direct impact on the cost of using fossil fuels. the high costs borne by especially the energy-intensive sectors produce even less emission reduction when viewed from a global basis. Costs of compliance with CAP regulations and higher costs of using energy lead directly to reductions in household purchasing power. On average in 2025 a typical U.S. household's real annual income declines The losses become significant and could reach about $5000 per household The EPA issued new rules to reduce GHG emissions from the electric sector relying on sections 111(b) and 111(d) of the CAA. The electric sector's ""Clean Power Plan"" (CPP) was stayed by the U.S. Supreme Court and its implementation will depend upon the resolution of legal challenges. Also rescind Nationally Determined Contributions. ","DOT-OST-2017-0069","Notice of Regulatory Review","Nonrulemaking","DOT-OST-2017-0069-0002","Posted","Public Submission",1,FALSE,"2017-10-03T00:00:00-04:00","anonymous anonymous","Comment from Anonymous",NA,NA,NA
"18","DOT",FALSE,1,"2017-07-24T23:59:59-04:00","2017-06-08T00:00:00-04:00","Please find AGC's comments attached. ","DOT-OST-2017-0057","Review of Policy, Guidance, and Regulations Affecting Transportation Infrastructure Projects","Nonrulemaking","DOT-OST-2017-0057-0157","Posted","Public Submission",1,FALSE,"2017-07-25T00:00:00-04:00","Jimmy Christianson","Comment from Associated General Contractors of America","Attachment Contents : ...Law. Local hire requirements restrict competition and violate the U.S. <> </>’s landmark ruling in United Building & Construction Trades Council of Camden City...","Associated General Contractors of America",NA
"19","DOT",FALSE,1,"2017-07-24T23:59:59-04:00","2017-06-08T00:00:00-04:00","See attached file(s)","DOT-OST-2017-0057","Review of Policy, Guidance, and Regulations Affecting Transportation Infrastructure Projects","Nonrulemaking","DOT-OST-2017-0057-0105","Posted","Public Submission",1,FALSE,"2017-07-25T00:00:00-04:00","Scott Bogren","Comment from Community Transportation Association of America","Attachment Contents : ...DBE regulations in 1999 that sought to address the U.S. <> </>’s 1995 ruling in Adarand v. Peña it kept some arbitrary provisions...",NA,NA
"20","DOT",FALSE,1,"2017-07-24T23:59:59-04:00","2017-06-08T00:00:00-04:00","See attached file(s)","DOT-OST-2017-0057","Review of Policy, Guidance, and Regulations Affecting Transportation Infrastructure Projects","Nonrulemaking","DOT-OST-2017-0057-0114","Posted","Public Submission",1,FALSE,"2017-07-25T00:00:00-04:00","David Kutrosky","Comment from States for Passenger Rail Coalition, Inc.","Attachment Contents : ...for dismissal in NCDOT v FRA and USA and after the <> </> of the United States (SCOTUS) in the case of the Department of...","States for Passenger Rail Coalition",NA
"21","DOT",FALSE,0,"2017-07-24T23:59:59-04:00","2017-06-08T00:00:00-04:00","Hi I am here for a request/motion to overturn the law that has been put into place by the supreme Court of the united States. They have implemented a law called the ELD LAW.This law is basically states that all trucks of a 2000 model year or newer have till December 18th this year to equip trucks with a electronic logging device. I understand the concern of the Supreme Court and why they would want such a law to be in effect. Safety is a big issue on Americas roads today. The Fatigued Driving excuse they used to help push this law through is untrue. The (OOIDA) OWNER OPERATORS INDEPENDENT DRIVERS ASSOCIATION Filed an appeal or a request for their appeal to be heard in the Supreme Court. As I understand it the Court's final decision was to basically look past the request of (OOIDA) to appeal the ELD law. The courts denied there request to take it to the court rooms where the voices of American truck drivers voices should have been and needed to be heard. There is alot of controversy when it comes to this ELD Law. Those of you who put this law I to effect with no other reason then to reduce Fatigued drivers on our roads need to look at the actual numbers and causes of most of the accidents on Americas roads that involve a semi truck. 75% of all truck involved accidents on American roadways is due to the driver of the class C vehicle. The exploitation of our nation's Amendment's as well as the Truck Drivers is a disgrace to what we as the backbone of America Sacrifice to make sure the grocery shelves are stocked with food. We ask only to stop being regulated so heavily. We need to look at America's Class C drivers as well. There is no penalties for them when they are involved in the same amount or possibly more accidents then the Professional Drivers. I believe that the Class C Drivers should also much like the Class A commercial Drivers have to take a limited hour class on the dangersdriving conditionsweather conditionsEtc. Etc. The general public needs a class to aquire their license so they may gain awareness of the hazards and dangers of America's roads with a safety course as well to make sure they understand it's importantance of being aware while driving. There is more that can be done to improve the safety of America's roads besides regulating the already over/heavily regulated commercial drivers. I sask you to think about this if you want to improve the ""SAFETY"" of America's roadways DO NOT regulate the hours of commercial drivers with a computer. That is going to do an excessively more amount of damage then it will fixing things. It is not only going to basically force 3.5 million or so American Truck Drivers out of work it is going to effect the roadways themselces. Traffic conditions as well as accidents are honestly going to rise in cities nation wide Because your going to have these drivers on the road all regulated by a computer trying to get through traffic to make an appointment basically forcing them to rush and make mistakes causing more accidents. It is going to force drivers out of the industry as well. You want to regulate Hours Of Service then simply have all your DOT Inspection Stations conduct more logbook inspections. Everyday if every inspection station or weigh station around the country did a mandatory number of logbook inspections everyday there would be less hours of service violations for one for two there would be compliance just as you want. There are other ways to make drivers properly log time as well a run clean hours. Don't out a computer in their trucks because there is heavy talk amongst the trucking community about hanging their keys up and quiting. No one wants to do a job where a computer is telling them what to do all day long. We are truckers because we love the freedom the open road provides us in a way that we do not have to have a boss watching over us all day long. We do not have to work a set schedule. We get to travel and see this beautiful country. There are so many reasons and more we as Americans love what we do despite all we sacrifice to get it done. This Electronic Logging Law takes effect I can promise that there will be a significant loss in jobs for American Truckers. They will quit and not look back. Which will effect the production plants distribution industry. If as many drivers wuit as ar. Estimated then you will have jobs lost everywhere because it will effect everything everywhere. People everywhere will feel the violant sting of loss as the truck drivers who provide their grocery stores food walk away. If we are to be regulated to this extent we might as well not sacrifice our home time our families our lives basically to get it done. We'd rather see our families we'd rather be Home and work a job where we see our kids everyday. This is ridiculous and it's a simple matter of understanding and asking yourself HOW LONG CAN WE PUSH THE TRUCKERS AROUND BEFORE THEY WALK AWAY.?????????","DOT-OST-2017-0057","Review of Policy, Guidance, and Regulations Affecting Transportation Infrastructure Projects","Nonrulemaking","DOT-OST-2017-0057-0012","Posted","Public Submission",1,FALSE,"2017-06-15T00:00:00-04:00","Theodore Abeelen","Comment from Theodore Abeelen",NA,NA,NA
